VOYAGEID,OWNERA,CAPTAINA,CAPTAINB,CAPTAINC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135858,"Harris, Morgan & Co.",Lawless,"Rathburn, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135859,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135860,"Harris, Morgan & Co.","Rathburn, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135861,"Templeton, W.C.","Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135862,"Harris, Morgan & Co.","Forbes, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135863,"Harris, Morgan & Co.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135864,"Templeton, W.C.","Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135865,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135866,"Harris, Morgan & Co.","Rathburn, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135867,"Harris, Morgan & Co.","Sheppard, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135868,"Harris, Morgan & Co.","Forbes, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135869,"Templeton, W.C.","Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135870,"Harris, Morgan & Co.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135871,"Harris, Morgan & Co.","Sheppard, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135872,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135873,"Templeton, W.C.","Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135874,"Harris, Morgan & Co.","Forbes, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135875,"Harris, Morgan & Co.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135876,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135877,"Templeton, W.C.","Smith, Jeremiah","Lefevre, P.E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135878,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135879,"Harris, Morgan & Co.","Sheppard, Henry","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135880,"Templeton, W.C.","Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135881,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135882,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135883,"Templeton, W.C.","Smith, Jeremiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135884,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135885,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135886,"Harris, Morgan & Co.","Place, Henry",Lawless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135887,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135888,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135889,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135890,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135891,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135892,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135893,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135894,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135895,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135896,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135897,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135898,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135899,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135900,"Harris, Morgan & Co.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135901,"Harris, Morgan & Co.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135902,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135903,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135904,"Harris, Morgan & Co.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135905,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135906,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135907,"Harris, Morgan & Co.","Smith, Rob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135908,"Harris, Morgan & Co.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135909,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135910,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135911,"Harris, Morgan & Co.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135912,Washburn,Washburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135913,"Bauduc, Block, & Co.","Huard, H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135914,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135915,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135916,"Harris, Morgan & Co.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135917,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135918,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135919,"Harris, Morgan & Co.","Talbot, William H.","Lawless, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135920,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135921,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135922,"Harris, Morgan & Co.","Lawless, James","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135923,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135924,"Harris, Morgan & Co.","Smith, Rob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135925,"Harris, Morgan & Co.","Lawless, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135926,"Bauduc, Block, & Co.","Huard, H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135927,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135928,"Harris, Morgan & Co.","Smith, Rob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135929,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135930,"Harris, Morgan & Co.","Lawless, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135931,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135932,"Bauduc, Block, & Co.","Huard, H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135933,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135934,"Harris, Morgan & Co.","Lawless, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135935,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135936,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135937,"Harris, Morgan & Co.","Lawless, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135938,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135939,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135940,"Harris, Morgan & Co.","Lawless, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135941,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135942,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135943,"Harris, Morgan & Co.","Lawless, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135944,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135945,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135946,"Harris, Morgan & Co.","Lawless, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135947,"Phelps, J.H.","Wilson, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135948,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135949,"Bauduc, Block, & Co.","Huard, H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135950,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135951,"Harris, Morgan & Co.","Lawless, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135952,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135953,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135954,"Harris, Morgan & Co.","Lawless, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135955,"Harris, Morgan & Co.","Lawless, James","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135956,"Harris, Morgan & Co.","Terry, P.E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135957,"Harris, Morgan & Co.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135958,"Harris, Morgan & Co.","Rathburn, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135959,"Harris, Morgan & Co.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135960,"Harris, Morgan & Co.",Lawless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135961,"Harris, Morgan & Co.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135962,"Bauduc, Block, & Co.","Huard, H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135963,"Harris, Morgan & Co.","Rathburn, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135964,"Harris, Morgan & Co.",Lawless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135965,"Harris, Morgan & Co.",Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135966,"Harris, Morgan & Co.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135967,"Harris, Morgan & Co.","Rathburn, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135968,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135969,"Harris, Morgan & Co.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135970,"Harris, Morgan & Co.","Rathburn, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135971,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135972,"Harris, Morgan & Co.","Wilson, Henry",Lawless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135973,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135974,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135975,"Harris, Morgan & Co.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135976,"Bauduc, Block, & Co.","Huard, H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135977,"Harris, Morgan & Co.","Rathburn, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135978,"Harris, Morgan & Co.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135979,"Harris, Morgan & Co.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135980,"Payne, C.B.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135981,"Payne, C.B.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135982,"Payne, C.B.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135983,"Payne, C.B.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135984,"Payne, C.B.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135985,"Payne, C.B.","Gardner, A.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135986,"Payne, C.B.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135987,"Payne, C.B.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135988,"Payne, C.B.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135989,"Payne, C.B.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135990,"Payne, C.B.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135991,"Payne, C.B.","Cromwell, J.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135992,"Payne, C.B.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135993,"Payne, C.B.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135994,"Payne, C.B.",Lawless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135995,"Payne, C.B.","Place, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135996,"Payne, C.B.","Cromwell, J.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135997,"Payne, C.B.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135998,"Payne, C.B.","Cromwell, J.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135999,"Payne, C.B.",Dennison,"Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136000,"Payne, C.B.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136001,"Bauduc, F.J.","Huard, H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136002,"Payne, C.B.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136003,"Payne, C.B.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136004,"Bondousquie, Phillips & Co.","Blackney, W.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136005,Young,Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136006,"Payne, C.B.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136007,"Payne, C.B.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136008,"Payne, C.B.","Cromwell, J.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136009,"Payne, C.B.",Lawless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136010,"Payne, C.B.","Cromwell, J.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136011,"Payne, C.B.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136012,"Payne, C.B.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136013,"Payne, C.B.","Cromwell, J.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136014,"Payne, C.B.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136015,"Harris, I.C.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136016,"Harris, I.C.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136017,"Harris, I.C.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136018,"Harris, I.C.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136019,"Harris, I.C.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136020,"Harris, I.C.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136021,"Harris, I.C.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136022,"Harris, I.C.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136023,"Harris, I.C.",Fowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136024,"Harris, I.C.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136025,"Harris, I.C.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136026,"Harris, I.C.","Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136027,"Harris, I.C.","Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136028,"Harris, I.C.",Shannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136029,"Harris, I.C.","Lawless, John",Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136030,"Merie, Beylle & Co.","Windle, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136031,"Merie, Beylle & Co.","Windle, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136032,"Wickham, O.","Matson, J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136033,Gillett,Gillett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136034,,"Wood, J.W.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136035,Smoker,Smoker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136036,S.L. & E.L. Levy,"Smith, J",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136037,A. Kearny & Co.,"Pepper, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136038,"Miner, S.A.","Miner, S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136039,Hawthorn & Woods,"Wright, John T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136040,"Harris, Morgan & Co.",Cozzins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136041,"Payne, C.B.","Smith, Rob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136042,J.A. Barrelli & Co.,"Otis, John C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136043,S.L. & E.L. Levy,"Bullen, R.N.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136044,E.J. Hart & Co.,"Lewis, S.B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136045,Harris & Morgan,"Forbes, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136046,,"Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136047,"Payne, C.B.","Cromwell, J.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136048,Barelli & Co.,"Brower, John D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136049,Barelli & Co.,"Brower, John D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136050,"Harris, Morgan & Co.","Lawless, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136051,"Harris, Morgan & Co.",Lawless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136052,"Prohn, Clegg & Co.","Grant, David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136053,,"Rollins, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136054,Bogert & Hawthorn,"Wright, John T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136055,Bogert & Hawthorn,"Wright, John T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136056,Bogert & Hawthorn,"Wright, John T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136057,Bogert & Hawthorn,"Wright, John T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136058,Hawthorn & Woods,"Phillips, J.D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136059,Hawthorn & Woods,"Phillips, J.D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136060,Hawthorn & Woods,"Phillips, J.D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136061,Hawthorn & Woods,"Phillips, J.D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136062,Hawthorn & Woods,"Phillips, J.D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136063,"Armstrong, Harris & Co.",Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136064,,"Forbes, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136065,"Harris, Morgan & Co.","Sheppard, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136066,"Dobbin, L.","Winch, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136067,"Bryan, Austin & Co.","Rogers, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136068,,"Rogers, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136069,Bogert & Hawthorn,"Wade, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136070,Bogert & Hawthorn,"Wade, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136071,Bogert & Hawthorn,"Wade, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136072,Wood,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136074,,"Wilson, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136075,,"Talbot, William H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136076,,"Mason, J.D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136077,,"Peck, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136078,,Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136079,,"Meier, T.W.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136080,,Coleran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136081,,"Rae, H.M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136082,,"Colburn, Oliver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136084,,"Still, William G.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136085,,"John, B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136086,,"John, B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136087,,Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136088,,Brockman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136089,,Whitney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136090,,Whitney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136091,,Shinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136092,,Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136093,,"Maples, George",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136094,,"Johnson, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136095,H.O. Brewer & Co.,"Smith, J.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136096,,"Smith, J.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136097,,"Smith, J.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136098,W. & R. Co.,"Smith, J.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136099,,"Thompson, T.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136100,,"Stevens, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136101,,"Walker, David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136102,,"Moore, A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136103,,"Frazier, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136104,,Appleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136105,,"Burr Jr., Jonathan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136106,,Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136107,,"Tanswell, John N.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136108,E.C. Center & Co.,Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136109,,"Baker, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136110,,"Abbott, Martin L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136111,,"Murray, E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136112,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136114,,"Wilson, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136115,,"Brown, J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136117,,Fogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136118,,"Denslow, A.D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
